T,TM,Tm,H,PP,VV,V,VM,PM10
33.6,42.4,28.2,61,0,6.1,15.7,24.1,72.38
33.6,42.4,28.2,61,0,6.1,15.7,24.1,72.38
30.9,39.6,27,64,0,5,19.4,29.4,72.38
30.9,39.6,27,64,0,5,19.4,29.4,72.38
32.6,38.6,27.6,67,0,6.3,15.4,22.2,72.38
32.6,38.6,27.6,67,0,6.3,15.4,22.2,72.38
29.5,38.8,27.3,73,0.51,5.1,10.4,16.5,72.38
29.5,38.8,27.3,73,0.51,5.1,10.4,16.5,72.38
30.4,37.8,26,67,0.51,5.6,12.8,22.2,72.38
30.4,37.8,26,67,0.51,5.6,12.8,22.2,72.38
31.1,37.8,25.3,66,0,6.6,12.8,18.3,72.38
31.1,37.8,25.3,66,0,6.6,12.8,18.3,72.38
32.4,38.9,27.8,69,0,6.4,16.3,22.2,72.38
32.4,38.9,27.8,69,0,6.4,16.3,22.2,72.38
32.2,38.9,27.5,66,0,6.3,16.3,25.9,72.38
32.2,38.9,27.5,66,0,6.3,16.3,25.9,72.38
30.9,38.4,26,67,0,6.4,13.1,24.1,72.38
30.9,38.4,26,67,0,6.4,13.1,24.1,72.38
31.9,37.5,26.9,64,0,7.2,16.5,22.2,72.38
31.9,37.5,26.9,64,0,7.2,16.5,22.2,72.38
31.6,38.1,25.8,67,2.03,6.3,13.5,22.2,72.38
31.6,38.1,25.8,67,2.03,6.3,13.5,22.2,72.38
32.4,38.1,26.4,52,4.06,6.4,14.4,20.6,72.38
32.4,38.1,26.4,52,4.06,6.4,14.4,20.6,72.38
29.4,33,24.8,71,1.02,5.3,12,25.9,72.38
29.4,33,24.8,71,1.02,5.3,12,25.9,72.38
30.9,34.2,26.4,60,0,6,15.9,25.9,72.38
30.9,34.2,26.4,60,0,6,15.9,25.9,72.38
32.6,38,26.8,51,0,6.4,18.3,37,72.38
32.6,38,26.8,51,0,6.4,18.3,37,72.38
33.6,39,28.2,52,0.255,6.6,16.3,27.8,72.38
33.6,39,28.2,52,0.255,6.6,16.3,27.8,72.38
33.9,38.8,26.7,49,0.51,6.6,18.1,29.4,72.38
33.9,38.8,26.7,49,0.51,6.6,18.1,29.4,72.38
32.1,38,27.8,58,0,5.3,15.6,25.9,72.38
32.1,38,27.8,58,0,5.3,15.6,25.9,72.38
31.8,38.6,25.6,62,2.03,6.6,15.2,22.2,72.38
31.8,38.6,25.6,62,2.03,6.6,15.2,22.2,72.38
32.2,39.1,27,59,0,6.1,15.4,24.1,72.38
32.2,39.1,27,59,0,6.1,15.4,24.1,72.38
32.4,39.1,26.3,59,2.03,6.6,14.6,22.2,72.38
32.4,39.1,26.3,59,2.03,6.6,14.6,22.2,72.38
32.6,40.3,28.4,53,0,6.4,18,25.9,72.38
32.6,40.3,28.4,53,0,6.4,18,25.9,72.38
32.8,40.3,28.2,54,0,6.1,17,27.8,72.38
32.8,40.3,28.2,54,0,6.1,17,27.8,72.38
33.2,40.3,28.3,52,0,6.6,16.3,25.9,72.38
33.2,40.3,28.3,52,0,6.6,16.3,25.9,72.38
32.4,39.8,26.5,58,0,6.4,15.9,22.2,72.38
32.4,39.8,26.5,58,0,6.4,15.9,22.2,72.38
32.2,39.8,26,62,2.03,5.5,11.1,18.3,72.38
32.2,39.8,26,62,2.03,5.5,11.1,18.3,72.38
30.4,37.3,27.1,69,0,5.6,10,20.6,72.38
30.4,37.3,27.1,69,0,5.6,10,20.6,72.38
30.7,38.8,23.3,62,30.99,6.3,15.7,22.2,72.38
30.7,38.8,23.3,62,30.99,6.3,15.7,22.2,72.38
31.2,37,25.9,60,0.25,6.3,16.7,22.2,72.38
31.2,37,25.9,60,0.25,6.3,16.7,22.2,72.38
30.7,37,25.4,66,3.05,6.6,16.9,27.8,72.38
30.7,37,25.4,66,3.05,6.6,16.9,27.8,72.38
30.7,36.6,26.2,68,0,6.3,14.1,24.1,72.38
30.7,36.6,26.2,68,0,6.3,14.1,24.1,72.38
30.3,36.6,24.8,69,0,6.4,12,22.2,72.38
30.3,36.6,24.8,69,0,6.4,12,22.2,72.38
29.4,36,23,74,6.1,5.8,12.4,25.9,72.38
29.4,36,23,74,6.1,5.8,12.4,25.9,72.38
29.9,35.3,24,69,32.385,6,10.7,24.1,72.38
29.9,35.3,24,69,32.385,6,10.7,24.1,72.38
29.4,35,21.8,74,55.88,5.6,10.4,25.9,72.38
29.4,35,21.8,74,55.88,5.6,10.4,25.9,72.38
28.9,34.1,23.2,79,8.89,6,9.8,18.3,72.38
28.9,34.1,23.2,79,8.89,6,9.8,18.3,72.38
30.6,35,25.7,70,0.51,5.8,10.6,20.6,72.38
30.6,35,25.7,70,0.51,5.8,10.6,20.6,72.38
29.9,36,26.2,72,0.51,5.8,9.3,14.8,72.38
29.9,36,26.2,72,0.51,5.8,9.3,14.8,72.38
30.9,36.5,24.8,68,6.1,6.3,10.2,24.1,72.38
30.9,36.5,24.8,68,6.1,6.3,10.2,24.1,72.38
31.2,37.1,26.2,65,2.03,6.8,11.7,22.2,72.38
31.2,37.1,26.2,65,2.03,6.8,11.7,22.2,72.38
31,36,26.7,68,0,6.4,9.8,14.8,72.38
31,36,26.7,68,0,6.4,9.8,14.8,72.38
30.6,36,25.3,71,0,6.1,8.5,20.6,72.38
30.6,36,25.3,71,0,6.1,8.5,20.6,72.38
30.7,37,25,71,0,6.3,10,20.6,72.38
30.7,37,25,71,0,6.3,10,20.6,72.38
30.7,34.8,26.4,71,0,6.6,12.6,22.2,72.38
30.7,34.8,26.4,71,0,6.6,12.6,22.2,72.38
30.1,37,24,74,0,6.1,10.9,18.3,72.38
30.1,37,24,74,0,6.1,10.9,18.3,72.38
27.3,36.2,22.4,85,23.11,5.6,7.6,14.8,72.38
27.3,36.2,22.4,85,23.11,5.6,7.6,14.8,72.38
31.2,36.4,26.2,65,0,6.6,11.3,24.1,72.38
31.2,36.4,26.2,65,0,6.6,11.3,24.1,72.38
30.9,36.4,26,66,11.555,6.4,11.7,20.6,72.38
30.9,36.4,26,66,11.555,6.4,11.7,20.6,72.38
29,35.2,24.8,75,1.02,5.8,10.6,18.3,72.38
29,35.2,24.8,75,1.02,5.8,10.6,18.3,72.38
30.7,37.3,23.7,73,1.02,6.4,10.2,14.8,72.38
30.7,37.3,23.7,73,1.02,6.4,10.2,14.8,72.38
31.7,36.8,26.7,69,0,6.1,12,22.2,72.38
31.7,36.8,26.7,69,0,6.1,12,22.2,72.38
31.1,37,25.7,71,0,6.3,11.5,18.3,72.38
31.1,37,25.7,71,0,6.3,11.5,18.3,72.38
30,36.8,26.1,76,0,6.1,12.2,18.3,72.38
30,36.8,26.1,76,0,6.1,12.2,18.3,72.38
28.3,36.5,25.8,78,0,5.8,11.3,18.3,72.38
28.3,36.5,25.8,78,0,5.8,11.3,18.3,72.38
30.1,35.2,24.7,72,0.51,6.3,14.3,22.2,72.38
30.1,35.2,24.7,72,0.51,6.3,14.3,22.2,72.38
29.5,35.2,24,73,0,6,10.7,37,72.38
29.5,35.2,24,73,0,6,10.7,37,72.38
30.3,36,25.6,67,0,6.6,15,22.2,72.38
30.3,36,25.6,67,0,6.6,15,22.2,72.38
30.7,36,25.2,66,0,6.3,13,27.8,72.38
30.7,36,25.2,66,0,6.3,13,27.8,72.38
31.3,36.6,26.7,61,0,6.3,14.1,25.9,72.38
31.3,36.6,26.7,61,0,6.3,14.1,25.9,72.38
30.6,35.8,25.7,75,1.02,6.1,9.8,18.3,72.38
30.6,35.8,25.7,75,1.02,6.1,9.8,18.3,72.38
30.1,36.2,24.6,74,0,6,9.6,18.3,72.38
30.1,36.2,24.6,74,0,6,9.6,18.3,72.38
30.2,36.2,22.7,73,23.11,6.8,9.4,14.8,72.38
30.2,36.2,22.7,73,23.11,6.8,9.4,14.8,72.38
31,37,26,71,0,6.6,11.1,18.3,72.38
31,37,26,71,0,6.6,11.1,18.3,72.38
30.7,37,25,74,0,6.1,10.7,18.3,72.38
30.7,37,25,74,0,6.1,10.7,18.3,72.38
29.6,36.8,26.3,76,0.51,5.6,7.4,18.3,72.38
29.6,36.8,26.3,76,0.51,5.6,7.4,18.3,72.38
28.9,34.5,24.6,82,1.02,5.3,8.9,20.6,72.38
28.9,34.5,24.6,82,1.02,5.3,8.9,20.6,72.38
29.5,36,24,76,0.51,5.8,11.1,22.2,72.38
29.5,36,24,76,0.51,5.8,11.1,22.2,72.38
28.1,36,22.8,84,26.92,6.1,8.7,16.5,72.38
28.1,36,22.8,84,26.92,6.1,8.7,16.5,72.38
29.1,35.5,24.7,79,1.02,6.1,9.4,18.3,72.38
29.1,35.5,24.7,79,1.02,6.1,9.4,18.3,72.38
29.4,35.5,22.4,79,17.02,6,10,16.5,72.38
29.4,35.5,22.4,79,17.02,6,10,16.5,72.38
29.2,34.3,25,79,0,6.1,8.3,14.8,72.38
29.2,34.3,25,79,0,6.1,8.3,14.8,72.38
29.6,35,23.9,76,0,6.3,7,16.5,72.38
29.6,35,23.9,76,0,6.3,7,16.5,72.38
29.8,36,24.1,73,0,5.8,6.3,16.5,72.38
29.8,36,24.1,73,0,5.8,6.3,16.5,72.38
29.3,34.6,24.4,76,0,5.6,8.1,18.3,72.38
29.3,34.6,24.4,76,0,5.6,8.1,18.3,72.38
29.5,34.3,25.2,80,3.05,5.8,8.7,22.2,72.38
29.5,34.3,25.2,80,3.05,5.8,8.7,22.2,72.38
30,34,25.1,75,0,6.1,7.8,22.2,72.38
30,34,25.1,75,0,6.1,7.8,22.2,72.38
28.9,34,25,74,0,6.1,8,18.3,72.38
28.9,34,25,74,0,6.1,8,18.3,72.38
28.4,33,23.2,76,0,5.6,6.9,20.6,72.38
28.4,33,23.2,76,0,5.6,6.9,20.6,72.38
28.6,33.2,23.8,75,0,6,8.5,24.1,72.38
28.6,33.2,23.8,75,0,6,8.5,24.1,72.38
28.4,33.9,23,78,0.51,5,10.9,22.2,72.38
28.4,33.9,23,78,0.51,5,10.9,22.2,72.38
26.4,31,24,91,23.88,5,4.4,18.3,72.38
26.4,31,24,91,23.88,5,4.4,18.3,72.38
26.4,32,24,90,0,4.5,3,11.1,72.38
26.4,32,24,90,0,4.5,3,11.1,72.38
28.2,32,22.6,83,55.88,5.8,6.7,14.8,72.38
28.2,32,22.6,83,55.88,5.8,6.7,14.8,72.38
27.3,32.1,24.6,89,0,4,4.8,20.6,72.38
27.3,32.1,24.6,89,0,4,4.8,20.6,72.38
26.9,32.5,24.1,90,7.11,4.7,5.9,14.8,72.38
26.9,32.5,24.1,90,7.11,4.7,5.9,14.8,72.38
25.7,30.3,23,95,42.93,2.4,14.8,29.4,72.38
25.7,30.3,23,95,42.93,2.4,14.8,29.4,72.38
26,27,22.6,92,166.88,2.9,23.5,37,72.38
26,27,22.6,92,166.88,2.9,23.5,37,72.38
25,31,23.2,96,118.11,2.1,5.7,16.5,72.38
25,31,23.2,96,118.11,2.1,5.7,16.5,72.38
26.7,29,22.5,83,9.91,4.2,8.3,18.3,72.38
26.7,29,22.5,83,9.91,4.2,8.3,18.3,72.38
24.9,28.8,23,98,12.95,1.6,13.1,27.8,72.38
24.9,28.8,23,98,12.95,1.6,13.1,27.8,72.38
26.2,29.2,23,95,3.05,2.7,4.6,18.3,72.38
26.2,29.2,23,95,3.05,2.7,4.6,18.3,72.38
27.3,31.1,22.8,88,37.08,4.3,8.1,20.6,72.38
27.3,31.1,22.8,88,37.08,4.3,8.1,20.6,72.38
27.3,31.1,23.6,89,17.02,4.7,10,24.1,72.38
27.3,31.1,23.6,89,17.02,4.7,10,24.1,72.38
27.5,31,22,79,0,4.8,8.3,16.5,72.38
27.5,31,22,79,0,4.8,8.3,16.5,72.38
27.3,30.8,24.6,82,0.25,4.5,9.1,18.3,72.38
27.3,30.8,24.6,82,0.25,4.5,9.1,18.3,72.38
26.2,31,21.7,80,0,6,5,18.3,72.38
26.2,31,21.7,80,0,6,5,18.3,72.38
24.6,28.2,21.9,98,64.01,1.6,8.9,25.9,72.38
24.6,28.2,21.9,98,64.01,1.6,8.9,25.9,72.38
24.8,27,21.5,93,344.93,3.4,5.4,13,72.38
24.8,27,21.5,93,344.93,3.4,5.4,13,72.38
25.4,28.8,21.5,90,27.94,4.7,10.2,18.3,72.38
25.4,28.8,21.5,90,27.94,4.7,10.2,18.3,72.38
27,30,22.7,78,25.91,4.8,9.1,22.2,72.38
27,30,22.7,78,25.91,4.8,9.1,22.2,72.38
26.2,29.8,22.4,79,0,3.9,10,20.6,72.38
26.2,29.8,22.4,79,0,3.9,10,20.6,72.38
26.7,30,22.1,87,7.11,3.9,8.7,20.6,72.38
26.7,30,22.1,87,7.11,3.9,8.7,20.6,72.38
27.5,32,21.1,73,0,6.6,3.9,11.1,72.38
27.5,32,21.1,73,0,6.6,3.9,11.1,72.38
26.2,31.4,22.4,83,0,5.3,4.8,14.8,72.38
26.2,31.4,22.4,83,0,5.3,4.8,14.8,72.38
25.6,31,21,77,0,5,4.1,11.1,72.38
25.6,31,21,77,0,5,4.1,11.1,72.38
27.4,32,23.2,79,0,5.6,5.6,18.3,72.38
27.4,32,23.2,79,0,5.6,5.6,18.3,72.38
26.8,32,22,76,0,6,4.8,16.5,72.38
26.8,32,22,76,0,6,4.8,16.5,72.38
27.1,34,20.8,70,0,5.3,2.8,11.1,72.38
27.1,34,20.8,70,0,5.3,2.8,11.1,72.38
26.9,32,21.4,74,0,5.3,5.4,14.8,72.38
26.9,32,21.4,74,0,5.3,5.4,14.8,72.38
25.8,31,21.3,77,0,3.5,9.8,22.2,72.38
25.8,31,21.3,77,0,3.5,9.8,22.2,72.38
26.7,31,23,75,0,4.2,14.1,27.8,72.38
26.7,31,23,75,0,4.2,14.1,27.8,72.38
26.05,30.6,20.9,70.5,0,4.9,7.7,24.05,72.38
26.05,30.6,20.9,70.5,0,4.9,7.7,24.05,72.38
26.3,30.2,21.2,69,0,5,8.5,25.9,72.38
26.3,30.2,21.2,69,0,5,8.5,25.9,72.38
25.8,31,20.6,72,0,4.8,6.9,22.2,72.38
25.8,31,20.6,72,0,4.8,6.9,22.2,72.38
25.9,32,19.6,73,0,5.1,5.7,14.8,72.38
25.9,32,19.6,73,0,5.1,5.7,14.8,72.38
26,31,20.2,68,0,5.6,6.5,22.2,72.38
26,31,20.2,68,0,5.6,6.5,22.2,72.38
25.9,31,21.1,67,0,5.1,6.9,18.3,72.38
25.9,31,21.1,67,0,5.1,6.9,18.3,72.38
25.2,30.3,20,67,0,5.1,5.4,16.5,72.38
25.2,30.3,20,67,0,5.1,5.4,16.5,72.38
25.3,31,19.5,66,0,4.5,6.9,18.3,72.38
25.3,31,19.5,66,0,4.5,6.9,18.3,72.38
25.6,31,19.9,62,0,4.7,7.6,18.3,72.38
25.6,31,19.9,62,0,4.7,7.6,18.3,72.38
25.2,31,19.4,65,0,5.5,6.1,16.5,72.38
25.2,31,19.4,65,0,5.5,6.1,16.5,72.38
27.6,31,21.6,69,0,5.6,7,16.5,72.38
27.6,31,21.6,69,0,5.6,7,16.5,72.38
27.4,30.8,23.5,74,0,4.3,5.9,14.8,72.38
27.4,30.8,23.5,74,0,4.3,5.9,14.8,72.38
27.8,32,23.6,71,0,4,6.9,14.8,72.38
27.8,32,23.6,71,0,4,6.9,14.8,72.38
26.4,31,21.6,70,0,5.3,8,18.3,72.38
26.4,31,21.6,70,0,5.3,8,18.3,72.38
26.3,31,20.8,71,0,4.3,5.6,14.8,72.38
26.3,31,20.8,71,0,4.3,5.6,14.8,72.38
26.3,31,20.9,68,0,4.3,4.6,14.8,72.38
26.3,31,20.9,68,0,4.3,4.6,14.8,72.38
25.9,32,21,70,0,4.8,5.7,13,72.38
25.9,32,21,70,0,4.8,5.7,13,72.38
26.1,33,20.2,69,0,4.7,4.4,18.3,72.38
26.1,33,20.2,69,0,4.7,4.4,18.3,72.38
26,33,19.7,67,0,5.5,3.7,11.1,72.38
26,33,19.7,67,0,5.5,3.7,11.1,72.38
26.4,32.8,21,67,0,4.8,3.1,14.8,72.38
26.4,32.8,21,67,0,4.8,3.1,14.8,72.38
27.3,32,21.8,71,0,5.1,7.8,14.8,72.38
27.3,32,21.8,71,0,5.1,7.8,14.8,72.38
26.7,32,22.1,72,0,4.8,6.5,18.3,72.38
26.7,32,22.1,72,0,4.8,6.5,18.3,72.38
26.2,32,21.6,74,0,4.8,5.6,14.8,72.38
26.2,32,21.6,74,0,4.8,5.6,14.8,72.38
26.9,32.7,21.2,73,0,4.5,6.1,13,72.38
26.9,32.7,21.2,73,0,4.5,6.1,13,72.38
25.9,32.3,21.6,72,0,5.3,6.5,16.5,72.38
25.9,32.3,21.6,72,0,5.3,6.5,16.5,72.38
26.7,31.6,20.8,75,0,4.3,8,20.6,72.38
26.7,31.6,20.8,75,0,4.3,8,20.6,72.38
27.8,32.6,22.5,73,0,5.1,7.2,24.1,72.38
27.8,32.6,22.5,73,0,5.1,7.2,24.1,72.38
28.4,33,23.3,76,0,5.1,7.8,18.3,72.38
28.4,33,23.3,76,0,5.1,7.8,18.3,72.38
28.4,33.8,23.7,76,0,5.5,8.3,20.6,72.38
28.4,33.8,23.7,76,0,5.5,8.3,20.6,72.38
28.7,33.4,23.1,72,0,6.3,11.1,22.2,72.38
28.7,33.4,23.1,72,0,6.3,11.1,22.2,72.38
28.6,32.8,24,70,0,6.3,11.9,24.1,72.38
28.6,32.8,24,70,0,6.3,11.9,24.1,72.38
28.4,32.3,23,74,0,6.1,10.6,18.3,72.38
28.4,32.3,23,74,0,6.1,10.6,18.3,72.38
28.7,32.5,23.8,70,0,5.5,9.1,18.3,72.38
28.7,32.5,23.8,70,0,5.5,9.1,18.3,72.38
28.6,33.3,23.7,69,0,6,6.9,18.3,72.38
28.6,33.3,23.7,69,0,6,6.9,18.3,72.38
28.2,33,23.1,66,0,5.8,8.5,22.2,72.38
28.2,33,23.1,66,0,5.8,8.5,22.2,72.38
29.2,33.3,22.6,65,0,5.5,5.4,14.8,72.38
29.2,33.3,22.6,65,0,5.5,5.4,14.8,72.38
29.3,33.3,23.4,64,0,5.1,6.1,14.8,72.38
29.3,33.3,23.4,64,0,5.1,6.1,14.8,72.38
28.7,34,22.6,69,0,4.7,6.1,16.5,72.38
28.7,34,22.6,69,0,4.7,6.1,16.5,72.38
29.7,35.3,24.2,73,0,6.1,11.3,22.2,72.38
29.7,35.3,24.2,73,0,6.1,11.3,22.2,72.38
29.6,35.3,24.5,71,0,6,9.6,22.2,72.38
29.6,35.3,24.5,71,0,6,9.6,22.2,72.38
29.4,35,24.2,69,0,6.1,8.3,22.2,72.38
29.4,35,24.2,69,0,6.1,8.3,22.2,72.38
30,37,22.5,63,0,6.3,8.5,18.3,72.38
30,37,22.5,63,0,6.3,8.5,18.3,72.38
30.7,38,24.1,69,0,6.6,10.2,18.3,72.38
30.7,38,24.1,69,0,6.6,10.2,18.3,72.38
31.6,39,24.4,62,0,6.3,10.2,18.3,72.38
31.6,39,24.4,62,0,6.3,10.2,18.3,72.38
29.2,34.6,23.8,72,0,6,8.9,20.6,72.38
29.2,34.6,23.8,72,0,6,8.9,20.6,72.38
29.1,34.1,24.2,69,0,6.1,9.8,18.3,72.38
29.1,34.1,24.2,69,0,6.1,9.8,18.3,72.38
29.1,33.9,23,65,0,6,9.4,18.3,72.38
29.1,33.9,23,65,0,6,9.4,18.3,72.38
29.9,35,25.1,72,0,6.8,11.7,18.3,72.38
29.9,35,25.1,72,0,6.8,11.7,18.3,72.38
30.2,35,24.8,70,0,6.3,10.4,24.1,72.38
30.2,35,24.8,70,0,6.3,10.4,24.1,72.38
30.3,35.4,25.2,70,0,6.1,9.1,18.3,72.38
30.3,35.4,25.2,70,0,6.1,9.1,18.3,72.38
30.6,36,25.2,70,0,6.6,11.5,20.6,72.38
30.6,36,25.2,70,0,6.6,11.5,20.6,72.38
30.9,36.4,26.4,74,0,6.3,12,25.9,72.38
30.9,36.4,26.4,74,0,6.3,12,25.9,72.38
30.7,36.2,26.4,73,0,6.6,10.9,22.2,72.38
30.7,36.2,26.4,73,0,6.6,10.9,22.2,72.38
30.5,35.3,24.8,70,0,6.6,10.2,22.2,72.38
30.5,35.3,24.8,70,0,6.6,10.2,22.2,72.38
32.3,38,27.2,70,0,6.3,12.6,18.3,72.38
32.3,38,27.2,70,0,6.3,12.6,18.3,72.38
32.2,38.8,28,69,0,6,14.4,22.2,72.38
32.2,38.8,28,69,0,6,14.4,22.2,72.38
31.9,39.2,27.7,69,0,6.6,11.7,18.3,72.38
31.9,39.2,27.7,69,0,6.6,11.7,18.3,72.38
31.2,36.3,27,70,0,6.8,11.5,24.1,72.38
31.2,36.3,27,70,0,6.8,11.5,24.1,72.38
31.7,36.1,26.2,70,0,7.1,14.1,24.1,72.38
31.7,36.1,26.2,70,0,7.1,14.1,24.1,72.38
32.3,37.5,27.4,69,0,6.8,15,25.9,72.38
32.3,37.5,27.4,69,0,6.8,15,25.9,72.38
33,38.5,28.5,64,0,6.6,16.7,24.1,72.38
33,38.5,28.5,64,0,6.6,16.7,24.1,72.38
31.7,38.6,27.7,70,0,6.3,12.4,22.2,72.38
31.7,38.6,27.7,70,0,6.3,12.4,22.2,72.38
31.4,37.2,26.8,72,0,6.8,11.7,20.6,72.38
31.4,37.2,26.8,72,0,6.8,11.7,20.6,72.38
32.3,39,26.7,63,0,6.9,15.2,22.2,72.38
32.3,39,26.7,63,0,6.9,15.2,22.2,72.38
32.2,39.4,26.7,65,0,6.6,14.4,25.9,72.38
32.2,39.4,26.7,65,0,6.6,14.4,25.9,72.38
32.7,38.8,27.7,67,0,6.9,13.9,24.1,72.38
32.7,38.8,27.7,67,0,6.9,13.9,24.1,72.38
31.9,37.2,27.8,66,0,6.4,12.8,22.2,72.38
31.9,37.2,27.8,66,0,6.4,12.8,22.2,72.38
32.2,37.2,27.1,67,0,6.6,9.8,22.2,72.38
32.2,37.2,27.1,67,0,6.6,9.8,22.2,72.38
32.1,37.5,28.6,69,0,6.4,9.8,22.2,72.38
32.1,37.5,28.6,69,0,6.4,9.8,22.2,72.38
32.3,38,27.6,65,0,6.8,12.4,27.8,72.38
32.3,38,27.6,65,0,6.8,12.4,27.8,72.38
32.3,38.3,27.3,66,0,6.8,11.1,24.1,72.38
32.3,38.3,27.3,66,0,6.8,11.1,24.1,72.38
32.2,37.9,27,65,0,7.6,10.7,22.2,72.38
32.2,37.9,27,65,0,7.6,10.7,22.2,72.38
28.5,33,23.4,71,0,5.3,16.7,25.9,72.38
28.5,33,23.4,71,0,5.3,16.7,25.9,72.38
31.1,35.2,25,65,0,6.6,13,22.2,72.38
31.1,35.2,25,65,0,6.6,13,22.2,72.38
32.7,38.9,26.9,64,0,6.4,11.9,18.3,72.38
32.7,38.9,26.9,64,0,6.4,11.9,18.3,72.38
34.6,41,28.1,55,0,6.6,12.8,27.8,72.38
34.6,41,28.1,55,0,6.6,12.8,27.8,72.38
33.9,41.2,29,57,0,6.3,11.9,22.2,72.38
33.9,41.2,29,57,0,6.3,11.9,22.2,72.38
32.4,40.6,28,64,0,6.1,13,22.2,72.38
32.4,40.6,28,64,0,6.1,13,22.2,72.38
32.7,39,27.7,61,0,6.6,11.1,18.3,72.38
32.7,39,27.7,61,0,6.6,11.1,18.3,72.38
32.5,39,27.8,60,0,6.4,11.1,18.3,72.38
32.5,39,27.8,60,0,6.4,11.1,18.3,72.38
31.6,39.4,27.4,67,0,6.3,10.9,16.5,72.38
31.6,39.4,27.4,67,0,6.3,10.9,16.5,72.38
31.8,38,27.8,66,0,6.3,10.2,18.3,72.38
31.8,38,27.8,66,0,6.3,10.2,18.3,72.38
29.6,36.8,22.4,78,0,5.5,8.3,18.3,72.38
29.6,36.8,22.4,78,0,5.5,8.3,18.3,72.38
29,36,24.2,81,0,5,8.7,18.3,72.38
29,36,24.2,81,0,5,8.7,18.3,72.38
31.2,36,25.5,71,0,6.6,10.9,18.3,72.38
31.2,36,25.5,71,0,6.6,10.9,18.3,72.38
33.1,38,28.7,53,0,6.8,12.6,22.2,72.38
33.1,38,28.7,53,0,6.8,12.6,22.2,72.38
33.2,38,28,53,0,6.6,13.7,24.1,72.38
33.2,38,28,53,0,6.6,13.7,24.1,72.38
33,38.3,28.5,50,0,6.6,14.6,24.1,72.38
33,38.3,28.5,50,0,6.6,14.6,24.1,72.38
30.7,35.7,25,69,0,6.1,10.7,22.2,72.38
30.7,35.7,25,69,0,6.1,10.7,22.2,72.38
29.3,36.5,23.5,73,0,6.3,8.3,14.8,72.38
29.3,36.5,23.5,73,0,6.3,8.3,14.8,72.38
29.3,35,25.2,74,0,6.6,9.4,22.2,72.38
29.3,35,25.2,74,0,6.6,9.4,22.2,72.38
28.2,34.4,24,74,0,5.3,12,27.8,72.38
28.2,34.4,24,74,0,5.3,12,27.8,72.38
28.1,33,23.1,76,0,5,8.7,27.8,72.38
28.1,33,23.1,76,0,5,8.7,27.8,72.38
28.8,33,23.6,74,0,6.4,7.2,20.6,72.38
28.8,33,23.6,74,0,6.4,7.2,20.6,72.38
31.4,35,26.2,59,0,6.6,15.6,22.2,72.38
31.4,35,26.2,59,0,6.6,15.6,22.2,72.38
31.1,36,27.7,64,0,5.6,13,24.1,72.38
31.1,36,27.7,64,0,5.6,13,24.1,72.38
31.2,36.5,27.4,64,0,6.4,10.7,22.2,72.38
31.2,36.5,27.4,64,0,6.4,10.7,22.2,72.38
29.3,36.8,24.5,73,0,5.6,9.3,27.8,72.38
29.3,36.8,24.5,73,0,5.6,9.3,27.8,72.38
30.9,34,24.4,63,0,6.3,13.9,24.1,72.38
30.9,34,24.4,63,0,6.3,13.9,24.1,72.38
32,36,27.2,54,0,6.8,16.9,27.8,72.38
32,36,27.2,54,0,6.8,16.9,27.8,72.38
31.9,37.3,27.1,59,0,6.3,11.7,22.2,72.38
31.9,37.3,27.1,59,0,6.3,11.7,22.2,72.38
31.7,37.7,27.6,60,0,6.3,12.6,18.3,72.38
31.7,37.7,27.6,60,0,6.3,12.6,18.3,72.38
31.1,37.5,26.8,66,0,5.8,11.7,18.3,72.38
31.1,37.5,26.8,66,0,5.8,11.7,18.3,72.38
28.6,35.5,24,77,0,5.5,5.9,14.8,72.38
28.6,35.5,24,77,0,5.5,5.9,14.8,72.38
29.3,33,23.6,71,0,6,9.8,18.3,72.38
29.3,33,23.6,71,0,6,9.8,18.3,72.38
29.3,32.9,25.4,68,0,5.3,12,22.2,72.38
29.3,32.9,25.4,68,0,5.3,12,22.2,72.38
29.2,35.1,25.7,73,0,6.8,12,22.2,72.38
29.2,35.1,25.7,73,0,6.8,12,22.2,72.38
29.6,33.7,24.7,71,0,6.3,9.1,18.3,72.38
29.6,33.7,24.7,71,0,6.3,9.1,18.3,72.38
29.7,34.2,25.8,76,0,5.8,10.4,18.3,72.38
29.7,34.2,25.8,76,0,5.8,10.4,18.3,72.38
29.6,34.5,23.6,69,0,6.4,10.7,24.1,72.38
29.6,34.5,23.6,69,0,6.4,10.7,24.1,72.38
29.7,34,26.7,63,0,5.8,13.1,24.1,72.38
29.7,34,26.7,63,0,5.8,13.1,24.1,72.38
30.5,34.4,25.8,54,0,6.3,13.7,22.2,72.38
30.5,34.4,25.8,54,0,6.3,13.7,22.2,72.38
31.3,35.5,26.1,51,0,6.6,16.1,27.8,72.38
31.3,35.5,26.1,51,0,6.6,16.1,27.8,72.38
32,37.1,27.6,56,0,6.6,10.7,22.2,72.38
32,37.1,27.6,56,0,6.6,10.7,22.2,72.38
31.6,37,26.9,62,0,6.1,12.2,22.2,72.38
31.6,37,26.9,62,0,6.1,12.2,22.2,72.38
30.7,37.9,26.6,66,0,6.3,12,22.2,72.38
30.7,37.9,26.6,66,0,6.3,12,22.2,72.38
30.6,36.8,26,66,0,6,13.5,22.2,72.38
30.6,36.8,26,66,0,6,13.5,22.2,72.38
