T,TM,Tm,H,PP,VV,V,VM,NO2
28.9,35.2,23.6,46,0,4.8,10.2,20.6,7.04
28.9,35.2,23.6,46,0,4.8,10.2,20.6,3.62
29.3,36,24.9,60,0,5.5,7.8,16.5,4.4
29.3,36,24.9,60,0,5.5,7.8,16.5,6.82
29.8,36,25.9,57,0,5.8,7.2,18.3,6.43
29.8,36,25.9,57,0,5.8,7.2,18.3,4.44
29.8,36.9,25,59,0,5,8.3,18.3,3.11
29.8,36.9,25,59,0,5,8.3,18.3,3.2
29.8,37,25,59,0,5.5,10,22.2,3.78
29.8,37,25,59,0,5.5,10,22.2,7.26
30.8,37,25.8,58,0,5.5,8.3,18.3,12.36
30.8,37,25.8,58,0,5.5,8.3,18.3,12.85
29.8,37,25.3,63,0,4.5,5.9,14.8,9.9
29.8,37,25.3,63,0,4.5,5.9,14.8,12.88
29.3,37,25,61,0.51,5.3,6.1,18.3,16.04
29.3,37,25,61,0.51,5.3,6.1,18.3,10.18
25.3,33,22.8,77,24.89,4.2,5.6,14.8,8.98
25.3,33,22.8,77,24.89,4.2,5.6,14.8,13.46
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,15.53
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,8.08
26.8,33.3,23,70,16.76333333,4.8,6.7,18.3,8.1
26.8,33.3,23,70,0,4.8,6.7,18.3,9.07
28.6,34.9,23.5,60,0,4.8,5.9,11.1,6.01
28.6,34.9,23.5,60,0,4.8,5.9,11.1,7.5
29.4,34.3,24.5,65,0,4.7,5.7,18.3,7.16
29.4,34.3,24.5,65,0,4.7,5.7,18.3,7.82
29,34,25,63,0,4.8,5.9,18.3,4.88
29,34,25,63,0,4.8,5.9,18.3,2.78
27.5,35,20.6,67,7.11,5,6.3,14.8,3.07
27.5,35,20.6,67,7.11,5,6.3,14.8,6.55
27.1,34.4,23.9,70,0,3.7,6.9,24.1,12.03
27.1,34.4,23.9,70,0,3.7,6.9,24.1,23.55
28.8,34.4,23.5,61,0,5.3,4.6,18.3,14.49
28.8,34.4,23.5,61,0,5.3,4.6,18.3,7.54
29.5,36.2,22.5,57,0,5.8,8,18.3,30.1
29.5,36.2,22.5,57,0,5.8,8,18.3,40.93
29.4,36.6,24.7,66,0,5.8,5,22.2,33.12
29.4,36.6,24.7,66,0,5.8,5,22.2,19.61
29.9,36.6,25,60,0,5.1,9.1,18.3,15.74
29.9,36.6,25,60,0,5.1,9.1,18.3,18.1
26.8,34,23,75,35.05,4.3,2.8,18.3,11.09
26.8,34,23,75,35.05,4.3,2.8,18.3,10.77
27.2,35.5,22,75,0.25,3.7,4.6,25.9,10.32
27.2,35.5,22,75,0.25,3.7,4.6,25.9,9.24
28.4,33.6,23.3,70,0,4.3,5.4,24.1,5.85
28.4,33.6,23.3,70,0,4.3,5.4,24.1,6.07
26.3,33.1,23,81,1.02,3.4,3.3,16.5,5.43
26.3,33.1,23,81,1.02,3.4,3.3,16.5,14.64
26,30.5,23,87,19.05,4.2,2.4,16.5,15
26,30.5,23,87,19.05,4.2,2.4,16.5,13.75
26.9,31.2,22,86,5.08,3.5,2,27.8,13.31
26.9,31.2,22,86,5.08,3.5,2,27.8,10.5
28.7,33.3,23.4,74,0,5.1,11.9,22.2,19.43
28.7,33.3,23.4,74,0,5.1,11.9,22.2,26.71
28,33.3,24,77,0,4.8,13.5,20.6,18.38
28,33.3,24,77,0,4.8,13.5,20.6,26.66
28.8,34,24.5,72,0,6,13.5,24.1,31.98
28.8,34,24.5,72,0,6,13.5,24.1,21.36
29.2,35,25,71,0,5.3,14.4,25.9,22.85
29.2,35,25,71,0,5.3,14.4,25.9,20.4
28.9,34.6,25,71,0,5.3,13.3,22.2,17.88
28.9,34.6,25,71,0,5.3,13.3,22.2,14.92
27.7,34.5,22,74,0,5.5,11.7,22.2,29.58
27.7,34.5,22,74,0,5.5,11.7,22.2,31.26
28.4,34.4,23,68,0,5,17.2,25.9,26.77
28.4,34.4,23,68,0,5,17.2,25.9,28.47
27.5,34.4,22.6,73,0,4.8,11.1,22.2,23.84
27.5,34.4,22.6,73,0,4.8,11.1,22.2,23.99
28.2,33.1,25,70,0,6.3,9.4,20.6,16.58
28.2,33.1,25,70,0,6.3,9.4,20.6,23.71
28.2,34.2,23.9,69,0,5.1,6.3,18.3,31.32
28.2,34.2,23.9,69,0,5.1,6.3,18.3,31.43
29.9,34.1,25.3,59,0,5.8,17.6,22.2,22.97
29.9,34.1,25.3,59,0,5.8,17.6,22.2,28.22
28.6,34,25,62,0,6.9,16.9,31.7,30.24
28.6,34,25,62,0,6.9,16.9,31.7,25.42
28.4,34,24,68,0,5.8,15.2,22.2,25.28
28.4,34,24,68,0,5.8,15.2,22.2,29.24
27.1,33,23,71,0,6.1,16.7,27.8,23.67
27.1,33,23,71,0,6.1,16.7,27.8,27.06
27.3,33,22.8,69,0,5.5,15.7,25.9,24.31
27.3,33,22.8,69,0,5.5,15.7,25.9,27.19
27.5,33.4,23.4,71,0,5.8,17,25.9,13.32
27.5,33.4,23.4,71,0,5.8,17,25.9,16.82
26.5,33,24,75,0.51,5,16.3,25.9,25.12
26.5,33,24,75,0.51,5,16.3,25.9,23.8
27.4,32,23.9,64,2.03,5.1,17.6,25.9,32.17
27.4,32,23.9,64,2.03,5.1,17.6,25.9,29.72
25.9,32,23,74,2.03,4.7,18,25.9,28.01
25.9,32,23,74,2.03,4.7,18,25.9,16.03
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,27.02
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,28.68
26.2,32.2,23,77,0.25,5.3,19.1,25.9,22.38
26.2,32.2,23,77,0.25,5.3,19.1,25.9,0.09
27.2,33,23,75,0.76,5.8,19.4,25.9,0.09
27.2,33,23,75,0.76,5.8,19.4,25.9,0.09
27.6,33.4,24,74,0,5.6,17.2,27.8,0.09
27.6,33.4,24,74,0,5.6,17.2,27.8,0.09
27.7,34,23.8,72,0,5.6,16.7,25.9,0.09
27.7,34,23.8,72,0,5.6,16.7,25.9,48.49
28.2,34,23.4,67,0,6,16.5,24.1,67.46
28.2,34,23.4,67,0,6,16.5,24.1,61.67
27.1,33.4,22.5,66,0,5.5,14.4,25.9,28.01
27.1,33.4,22.5,66,0,5.5,14.4,25.9,43.86
26.9,33.4,23,71,0,5.6,17.6,24.1,41.45
26.9,33.4,23,71,0,5.6,17.6,24.1,43.21
26.1,32,21.9,74,0,5.5,17.6,27.8,38.57
26.1,32,21.9,74,0,5.5,17.6,27.8,32.72
27.4,33.5,23,72,0,6,16.5,25.9,17.86
27.4,33.5,23,72,0,6,16.5,25.9,16.25
27.2,34.4,23.8,74,0,5.1,15.4,25.9,17.98
27.2,34.4,23.8,74,0,5.1,15.4,25.9,22.7
25.6,34.4,23,80,0,5.1,16.7,24.1,25.69
25.6,34.4,23,80,0,5.1,16.7,24.1,10.99
23.9,31.8,22,78,0,5,15.9,24.1,11.44
23.9,31.8,22,78,0,5,15.9,24.1,57.52
26.1,32.3,21.5,75,4.06,5,14.6,24.1,54.12
26.1,32.3,21.5,75,4.06,5,14.6,24.1,32.55
26.3,32.3,23,78,0,5.8,16.1,24.1,2.76
26.3,32.3,23,78,0,5.8,16.1,24.1,5.88
25.8,32,22.8,75,0,5.6,17.8,25.9,13.85
25.8,32,22.8,75,0,5.6,17.8,25.9,22.68
26.4,33,22.7,75,0,5.1,17.6,29.4,58.36
26.4,33,22.7,75,0,5.1,17.6,29.4,52.78
26.6,33,22.6,75,0,5.8,16.7,29.4,56.59
26.6,33,22.6,75,0,5.8,16.7,29.4,76.87
27.3,34,23,69,0,6,14.3,22.2,67.22
27.3,34,23,69,0,6,14.3,22.2,60.29
26.9,34,22.6,72,0,5.5,13.5,25.9,61.69
26.9,34,22.6,72,0,5.5,13.5,25.9,67.32
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,58.28
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,58.35
26.2,32.3,23,76,2.03,5.1,15.6,25.9,45.88
26.2,32.3,23,76,2.03,5.1,15.6,25.9,16.24
26.7,33.9,23,73,0,5.8,17.2,25.9,16.01
26.7,33.9,23,73,0,5.8,17.2,25.9,17.48
27.4,33.3,22.6,69,0,5.8,17,27.8,23.03
27.4,33.3,22.6,69,0,5.8,17,27.8,30.95
27.1,33.3,22.8,72,0,5.1,19.3,29.4,35.97
27.1,33.3,22.8,72,0,5.1,19.3,29.4,46.36
27.3,33,23.5,72,0,5.6,15.2,25.9,51.57
27.3,33,23.5,72,0,5.6,15.2,25.9,41.31
27.4,33.3,23,73,0,5.1,16.3,25.9,32.5
27.4,33.3,23,73,0,5.1,16.3,25.9,20.93
27.6,34,23.5,71,0,5.6,15.4,25.9,14.64
27.6,34,23.5,71,0,5.6,15.4,25.9,9.66
28.2,34.3,23.8,70,0,5.3,10,24.1,43.14
28.2,34.3,23.8,70,0,5.3,10,24.1,62.1
28.9,34.2,23.8,59,0,6.6,13.5,25.9,83.07
28.9,34.2,23.8,59,0,6.6,13.5,25.9,66.14
27.2,34.2,23,70,0.0625,5.8,15,25.9,55.45
27.2,34.2,23,70,0.0625,5.8,15,25.9,46.19
26.6,33,22.9,75,0.25,5.6,16.1,24.1,38.61
26.6,33,22.9,75,0.25,5.6,16.1,24.1,30.57
26.5,33,22,71,0,5.8,17.2,25.9,21.79
26.5,33,22,71,0,5.8,17.2,25.9,21.83
26.6,32.6,23,69,0,5.6,18.1,25.9,32.29
26.6,32.6,23,69,0,5.6,18.1,25.9,41.53
27.6,34.3,23.4,70,0,5.5,13.3,24.1,42.62
27.6,34.3,23.4,70,0,5.5,13.3,24.1,35.34
27.8,34.2,23.8,70,0,6,14.4,24.1,29.08
27.8,34.2,23.8,70,0,6,14.4,24.1,27.68
28.2,34.2,23.9,68,0,5.1,13.9,24.1,29.87
28.2,34.2,23.9,68,0,5.1,13.9,24.1,17.71
28.8,33.3,24,68,0,5.3,9.3,16.5,23.45
28.8,33.3,24,68,0,5.3,9.3,16.5,28.86
27.3,33.6,24.2,66,0,5.1,13,25.9,31.26
27.3,33.6,24.2,66,0,5.1,13,25.9,30.89
26.8,31.6,24,66,0,5.8,15.7,25.9,37.31
26.8,31.6,24,66,0,5.8,15.7,25.9,29.17
27.3,32.4,23,66,0,7.2,18.7,25.9,31.01
27.3,32.4,23,66,0,7.2,18.7,25.9,22.27
28.2,34.3,23.5,60,0,7.1,18.7,27.8,30.83
28.2,34.3,23.5,60,0,7.1,18.7,27.8,32.06
27.9,34.3,24,56,0,5.6,17.6,25.9,38.17
27.9,34.3,24,56,0,5.6,17.6,25.9,37.37
27.9,33.6,23.4,59,0,6.3,19.1,27.8,40.93
27.9,33.6,23.4,59,0,6.3,19.1,27.8,38.98
27.2,33,23,72,0,5.5,18.1,27.8,41.26
27.2,33,23,72,0,5.5,18.1,27.8,42.92
27.1,32.7,24,70,0,5.6,19.1,27.8,41.11
27.1,32.7,24,70,0,5.6,19.1,27.8,37.25
27.7,34,23,66,0,5.8,13,24.1,36.5
27.7,34,23,66,0,5.8,13,24.1,39.9
28.4,35.6,23,69,2.03,5.6,9.3,18.3,40.44
28.4,35.6,23,69,2.03,5.6,9.3,18.3,39.17
27.3,34.6,24.4,79,0,5.1,11.3,20.6,56.73
27.3,34.6,24.4,79,0,5.1,11.3,20.6,53.17
26.2,33.8,22,80,10.92,4.7,10.7,18.3,48.19
26.2,33.8,22,80,10.92,4.7,10.7,18.3,37.54
27.6,33,24,72,0,5,6.1,18.3,45.23
27.6,33,24,72,0,5,6.1,18.3,72.38
27.7,33.7,23.4,69,0,6.6,12.6,24.1,61.93
27.7,33.7,23.4,69,0,6.6,12.6,24.1,58.79
26.5,33.7,23.6,77,0,6.3,13.9,22.2,55.174
26.5,33.7,23.6,77,0,6.3,13.9,22.2,33.16
27.6,33,22.9,66,0,7.6,16.3,27.8,52.79
27.6,33,22.9,66,0,7.6,16.3,27.8,59.11
27.6,32.7,23.6,65,0,6.9,13.1,25.9,54.02
27.6,32.7,23.6,65,0,6.9,13.1,25.9,55.86
27.5,32,24.5,66,0,7.6,15.7,24.1,61.47
27.5,32,24.5,66,0,7.6,15.7,24.1,66.26
27.6,32.3,23.6,69,0,6,5.6,16.5,65.41
27.6,32.3,23.6,69,0,6,5.6,16.5,67.39
27.2,32.3,23,65,0,4.8,8.5,18.3,56
27.2,32.3,23,65,0,4.8,8.5,18.3,67.45
28.3,33.2,23.1,60,0,5.3,9.8,18.74,66.64
28.3,33.2,23.1,60,0,5.3,9.8,17.38,66.27
28.1,33.8,24,70,0,4.5,9.6,22.2,64.4
28.1,33.8,24,70,0,4.5,9.6,22.2,60.94
27.7,33.1,23.5,70,0,5,6.5,13,62.23
27.7,33.1,23.5,70,0,5,6.5,13,60.16
27.8,33.1,24,68,0,5.5,6.9,16.5,63.41
27.8,33.1,24,68,0,5.5,6.9,16.5,62.76
27.3,33.1,22.6,61,0,5,6.5,16.5,64.78
27.3,33.1,22.6,61,0,5,6.5,16.5,72.56
27.5,32,23.8,63,0.0625,5,5,18.3,77.9
27.5,32,23.8,63,0.0625,5,5,18.3,77.92
27.4,32,23.6,70,0.25,4.5,7,14.8,73.69
27.4,32,23.6,70,0.25,4.5,7,14.8,75.48
26.4,33.7,21.8,77,8.89,4.2,8.5,22.2,76.13
26.4,33.7,21.8,77,8.89,4.2,8.5,22.2,73.74
24.7,32.7,21.6,89,7.11,4.2,6.3,18.3,77.42
24.7,32.7,21.6,89,7.11,4.2,6.3,18.3,69.98
26,31.4,22.4,82,14.99,4.3,5.4,14.8,74.56
26,31.4,22.4,82,14.99,4.3,5.4,14.8,71.08
25.7,32.2,23,82,0.25,4.3,3.7,22.2,67.03
25.7,32.2,23,82,0.25,4.3,3.7,22.2,70.55
25.9,31.7,23,79,0.51,5.3,7.2,16.5,48.04
25.9,31.7,23,79,0.51,5.3,7.2,16.5,41.16
26,31.3,22.6,80,7.11,4.7,5.9,18.3,26.92
26,31.3,22.6,80,7.11,4.7,5.9,18.3,39.806
24.7,28.9,23,89,0,3.4,5.6,14.8,48.85
24.7,28.9,23,89,0,3.4,5.6,14.8,32.06
24.3,29.5,21,76,5.08,4.7,6.9,18.3,39.38
24.3,29.5,21,76,5.08,4.7,6.9,18.3,36.82
22.5,29.4,19.9,80,0,4.2,3.3,14.8,41.92
22.5,29.4,19.9,80,0,4.2,3.3,14.8,42.91
22.9,26.6,19.4,86,2.03,4.3,4.6,11.1,44.39
22.9,26.6,19.4,86,2.03,4.3,4.6,11.1,33.82
25.3,29,22.8,84,0.25,4.2,7.2,14.8,38.93
25.3,29,22.8,84,0.25,4.2,7.2,14.8,44.79
25.4,30.8,22.8,86,12.95,4.8,9.6,16.5,32.78
25.4,30.8,22.8,86,12.95,4.8,9.6,16.5,7.14
25.3,30.8,22.4,85,0,4.3,6.1,16.5,14.6125
25.3,30.8,22.4,85,0,4.3,6.1,16.5,14.6125
24.8,30,21,73,0,4.7,5.2,16.5,7.72
24.8,30,21,73,0,4.7,5.2,16.5,21.38
24.9,30.4,19.4,70,0,4.8,4.4,16.5,22.21
24.9,30.4,19.4,70,0,4.8,4.4,16.5,14.92
26.6,31,20.6,66,0,4.7,5.9,16.5,20.91
26.6,31,20.6,66,0,4.7,5.9,16.5,18.03
25.2,29.4,22.5,79,0.51,5.8,6.9,16.5,8.5
25.2,29.4,22.5,79,0.51,5.8,6.9,16.5,19.41
24.6,29.4,22,85,0,4.8,5.9,14.8,54.71
24.6,29.4,22,85,0,4.8,5.9,14.8,33.87
25.4,29.1,22.5,77,0,5,8.7,18.3,48.03
25.4,29.1,22.5,77,0,5,8.7,18.3,43.93
24.6,28.2,19.4,82,8.89,4.5,9.3,18.3,47.95
24.6,28.2,19.4,82,8.89,4.5,9.3,18.3,51.12
23.3,28.2,21,82,0.51,4.3,5.6,18.3,53.47
23.3,28.2,21,82,0.51,4.3,5.6,18.3,48.95
24.8,29.2,21,83,0,4.8,8.5,20.6,53.72
24.8,29.2,21,83,0,4.8,8.5,20.6,57.03
26.2,31.2,23,78,0,4.8,6.7,14.8,50.9
26.2,31.2,23,78,0,4.8,6.7,14.8,44.61
26.5,31.6,22.5,75,0,4.7,4.1,11.1,44.64
26.5,31.6,22.5,75,0,4.7,4.1,11.1,36.68
25.4,31.6,23,82,0,4.5,5.9,14.8,36.03
25.4,31.6,23,82,0,4.5,5.9,14.8,39.37
25.7,30.6,22.4,74,0,4.5,9.3,18.3,38.04
25.7,30.6,22.4,74,0,4.5,9.3,18.3,35.27
25.4,30.6,22,74,0,4.5,7.8,22.2,40.31
25.4,30.6,22,74,0,4.5,7.8,22.2,46.44
25.4,31,21,69,0,4.3,7.6,13,48.04
25.4,31,21,69,0,4.3,7.6,13,39
24.5,31,20,68,0,4,7,22.2,46.65
24.5,31,20,68,0,4,7,22.2,42.57
25.3,30.8,19,62,0,4.3,10.7,25.9,33.38
25.3,30.8,19,62,0,4.3,10.7,25.9,39.03
25.1,30.6,19.5,69,0,3.5,10,22.2,39.15
25.1,30.6,19.5,69,0,3.5,10,22.2,47.1
24.8,30.5,18.775,65.5,0,3.95,9.95,23.125,41.69
24.8,30.5,18.775,65.5,0,3.95,9.95,23.125,42.98
23.7,30,17.1,62,0,4.5,9.1,22.2,35.4
23.7,30,17.1,62,0,4.5,9.1,22.2,36.65
23.3,30.2,16.8,59,0,5.1,7,18.3,37.53
23.3,30.2,16.8,59,0,5.1,7,18.3,45.99
24.2,31.7,17,47,0,4.7,8.3,22.2,50.96
24.2,31.7,17,47,0,4.7,8.3,22.2,50.45
24.2,30.6,20.5,72,0,3.9,6.3,14.8,53.12
24.2,30.6,20.5,72,0,3.9,6.3,14.8,40.84
24.5,29.3,20.4,68,0,4.3,7.4,16.5,44.77
24.5,29.3,20.4,68,0,4.3,7.4,16.5,49.22
24.4,30,20,64,0,4.7,7.2,18.3,39.15
24.4,30,20,64,0,4.7,7.2,18.3,46.03
14.9,21.6,8.8,76,0,0.8,0.9,7.6,36.39
14.9,21.6,8.8,76,0,0.8,0.9,7.6,32.87
14.7,21.6,10.2,97,5.08,0.6,3.1,9.4,30.31
14.7,21.6,10.2,97,5.08,0.6,3.1,9.4,36.91
15,16.8,13.6,94,7.11,0.5,0.9,7.6,34.92
15,16.8,13.6,94,7.11,0.5,0.9,7.6,37.84
9.8,17.6,6.4,90,0,0.5,3.9,11.1,40.15
9.8,17.6,6.4,90,0,0.5,3.9,11.1,43.16
10.1,14.5,7.2,90,0,0.3,3.3,7.6,38.56
10.1,14.5,7.2,90,0,0.3,3.3,7.6,46.39
10.5,16.3,6.8,84,0,0.5,1.5,5.4,47.29
10.5,16.3,6.8,84,0,0.5,1.5,5.4,44.71
12.3,18.3,4,81,0,0.5,4.8,9.4,45.88
12.3,18.3,4,81,0,0.5,4.8,9.4,41.17
12.1,18.3,9,86,0.51,0.6,5.2,9.4,56.7
12.1,18.3,9,86,0.51,0.6,5.2,9.4,49.41
12.3,19,5.8,82,0,0.5,0.9,7.6,53.04
12.3,19,5.8,82,0,0.5,0.9,7.6,53.77
13.9,21.6,9.4,79,0,1,1.9,14.8,39.88
13.9,21.6,9.4,79,0,1,1.9,14.8,34.23
13.4,20.7,9.8,80,0,0.8,7.2,11.1,22.56
13.4,20.7,9.8,80,0,0.8,7.2,11.1,21.82
13.3,17.5,9.5,79,0,0.8,3.7,7.6,17.35
13.3,17.5,9.5,79,0,0.8,3.7,7.6,15.77
13.1,18.3,8.5,80,0,0.8,4.1,14.8,20.83
13.1,18.3,8.5,80,0,0.8,4.1,14.8,25.66
13.7,18.3,11.6,91,1.02,0.6,0.9,7.6,30.39
13.7,18.3,11.6,91,1.02,0.6,0.9,7.6,28.6
13.3,18.4,9.8,79,0.76,1,5.2,14.8,38.34
13.3,18.4,9.8,79,0.76,1,5.2,14.8,38.43
13.8,21.5,7.2,60,0,2.4,9.1,24.1,41.36
13.8,21.5,7.2,60,0,2.4,9.1,24.1,58.17
15.1,24,6.7,66,0,1.3,5,11.1,37.25
15.1,24,6.7,66,0,1.3,5,11.1,31.05
17.3,23.8,10.4,70,0,1,11.9,18.3,29.69
17.3,23.8,10.4,70,0,1,11.9,18.3,36.51
16.7,23.8,13,75,0,0.8,7.2,14.8,67
16.7,23.8,13,75,0,0.8,7.2,14.8,57.69
15.7,25.6,7.4,68,0,1.4,1.9,7.6,50.39
15.7,25.6,7.4,68,0,1.4,1.9,7.6,39.18
16.7,25.6,9.3,66,0,1.4,4.4,13,42.2
16.7,25.6,9.3,66,0,1.4,4.4,13,53.63
16.9,25.5,10.5,65,0,2.3,5.6,22.2,42.73
16.9,25.5,10.5,65,0,2.3,5.6,22.2,44.61
17.2,25.5,9.3,61,0,2.4,6.7,20.6,53.81
17.2,25.5,9.3,61,0,2.4,6.7,20.6,58.15
19.3,28.6,10.6,65,0,2.6,4.3,14.8,44.22
19.3,28.6,10.6,65,0,2.6,4.3,14.8,25.4
18.9,28.6,11.2,73,0,0.8,1.5,7.6,60.29
18.9,28.6,11.2,73,0,0.8,1.5,7.6,40.51
22.9,29.3,17,78,0,1.6,7.6,14.8,34.71
22.9,29.3,17,78,0,1.6,7.6,14.8,45.11
22.8,29.3,18,72,2.03,1.9,7.2,14.8,31.83
22.8,29.3,18,72,2.03,1.9,7.2,14.8,38.23
21.9,29.1,15.2,69,0,2.3,11.3,18.3,48.4
21.9,29.1,15.2,69,0,2.3,11.3,18.3,29.28
23.2,28.6,18.4,65,0,1.4,6.5,13,20.95
23.2,28.6,18.4,65,0,1.4,6.5,13,24.75
20,27.6,14.5,42,0,1.9,6.7,11.1,20.65
20,27.6,14.5,42,0,1.9,6.7,11.1,21.42
19.2,27.6,11.1,49,0,2.6,5.7,11.1,13.43
19.2,27.6,11.1,49,0,2.6,5.7,11.1,23.75
17.3,19,15.2,94,7.87,1.8,14.8,24.1,24.28
17.3,19,15.2,94,7.87,1.8,14.8,24.1,31.12
17.4,22.1,14.6,92,56.9,1.9,6.7,16.5,26.59
17.4,22.1,14.6,92,56.9,1.9,6.7,16.5,19.15
16.1,22.1,12.8,84,7.11,1.8,5.6,13,20.35
16.1,22.1,12.8,84,7.11,1.8,5.6,13,18.21
18.6,27.3,12.5,79,7.87,2.6,3.9,13,18.82
18.6,27.3,12.5,79,7.87,2.6,3.9,13,25.63
19.4,27.6,14,79,0.51,2.3,7.8,18.3,32.29
19.4,27.6,14,79,0.51,2.3,7.8,18.3,30.75
18.1,24.1,13.3,60,0,2.7,12.2,20.6,29.78
18.1,24.1,13.3,60,0,2.7,12.2,20.6,17.76
21.3,28.3,14.2,70,0,1.6,4.1,9.4,17.14
21.3,28.3,14.2,70,0,1.6,4.1,9.4,20.96
21.6,27.3,15.8,71,0,2.6,7.8,20.6,16.6
21.6,27.3,15.8,71,0,2.6,7.8,20.6,23.77
17.7,27.3,16,92,4.06,1.9,11.5,18.3,29.04
17.7,27.3,16,92,4.06,1.9,11.5,18.3,29.21
21.1,28.3,14,69,0,2.4,5.4,13,20.27
21.1,28.3,14,69,0,2.4,5.4,13,23.04
22.5,30.2,14.5,68,0,2.6,9.1,22.2,30.01
22.5,30.2,14.5,68,0,2.6,9.1,22.2,33.82
24.9,31.7,15.8,65,0,2.6,5.9,13,33.02
24.9,31.7,15.8,65,0,2.6,5.9,13,24.76
26.8,35.1,18.5,68,0,2.3,2.6,11.1,29.41
26.8,35.1,18.5,68,0,2.3,2.6,11.1,33.86
28.6,36.5,20.3,59,0,1.8,9.3,55.4,17.6
28.6,36.5,20.3,59,0,1.8,9.3,55.4,20.13
27.7,35.6,20.4,54,0,2.7,7.4,24.1,32.71
27.7,35.6,20.4,54,0,2.7,7.4,24.1,20.54
25.1,30.8,19,70,0,2.1,3.7,11.1,18.47
25.1,30.8,19,70,0,2.1,3.7,11.1,24.96
26.4,32.5,20.3,64,0,1.9,2.4,9.4,27.75
26.4,32.5,20.3,64,0,1.9,2.4,9.4,32.83
28.7,34.7,21,53,3.05,1.9,9.4,18.3,24.47
28.7,34.7,21,53,3.05,1.9,9.4,18.3,34.72
24.4,34.7,19,76,6.1,3.1,7,14.8,35.15
24.4,34.7,19,76,6.1,3.1,7,14.8,52.77
23.9,31.4,19.2,69,0,1.9,9.8,13,59.52
23.9,31.4,19.2,69,0,1.9,9.8,13,45.3
25.2,32.2,18.2,56,0,2.6,6.7,16.5,50.3
25.2,32.2,18.2,56,0,2.6,6.7,16.5,42.65
25.8,32.5,18.6,58,0,2.7,9.1,24.1,47.41
25.8,32.5,18.6,58,0,2.7,9.1,24.1,44.06
24.9,32.2,19,74,0,2.3,7,13,40.09
24.9,32.2,19,74,0,2.3,7,13,51.11
26.4,32.5,20,68,2.03,2.6,3,11.1,64.73
26.4,32.5,20,68,2.03,2.6,3,11.1,60.41
27.6,34.3,20.8,65,0,3.1,5.9,14.8,50.7
27.6,34.3,20.8,65,0,3.1,5.9,14.8,55.27
32,40.6,21.6,45,0,2.7,4.3,9.4,76.46
32,40.6,21.6,45,0,2.7,4.3,9.4,88.61
32.8,40.6,26,45,0,1.9,7.2,11.1,58.87
32.8,40.6,26,45,0,1.9,7.2,11.1,31.23
31.8,39.6,25.4,35,0,1.9,11.1,27.8,35.54
31.8,39.6,25.4,35,0,1.9,11.1,27.8,34.88
30.4,39.1,22.2,51,0,1.9,13,22.2,42.98
30.4,39.1,22.2,51,0,1.9,13,22.2,43.9
28.8,37.1,22.8,59,0,1.9,15.7,25.9,42.99
28.8,37.1,22.8,59,0,1.9,15.7,25.9,62.09
30.2,37.1,23.5,59,0,1.9,17.6,33.5,83.3
30.2,37.1,23.5,59,0,1.9,17.6,33.5,85.5
31.2,39.4,24.2,52,0,2.7,5.4,14.8,107.85
31.2,39.4,24.2,52,0,2.7,5.4,14.8,87.88
30.2,37.6,23.6,47,0.25,2.6,4.4,11.1,63.18
30.2,37.6,23.6,47,0.25,2.6,4.4,11.1,56.54
30.9,38.9,21.7,44,0,2.7,3,11.1,63.57
30.9,38.9,21.7,44,0,2.7,3,11.1,57.51
35.7,42.7,27.6,21,0,1.9,14.4,27.8,42.7
35.7,42.7,27.6,21,0,1.9,14.4,27.8,43.04
34.1,42.7,27,29,0,1.9,12.2,27.8,48.61
34.1,42.7,27,29,0,1.9,12.2,27.8,42.22
35.1,42.7,25.7,35,0,2.3,8.3,18.3,63.55
35.1,42.7,25.7,35,0,2.3,8.3,18.3,75.5
28.3,38.7,23.8,65,2.03,2.4,7.8,14.8,57.63
28.3,38.7,23.8,65,2.03,2.4,7.8,14.8,47.64
29.9,35.9,22,56,0,2.6,4.4,11.1,75.47
29.9,35.9,22,56,0,2.6,4.4,11.1,52.69
28.7,35.8,24.2,58,0.51,1.9,7,18.3,53.03
28.7,35.8,24.2,58,0.51,1.9,7,18.3,56.84
31.4,41.5,24.9,50,0,1.8,14.8,50,52.79
31.4,41.5,24.9,50,0,1.8,14.8,50,56.29
33.2,41.5,22.4,38,0,2.4,14.6,22.2,60.65
33.2,41.5,22.4,38,0,2.4,14.6,22.2,51.77
35.8,42.6,27,30,0,2.6,11.3,24.1,70.43
35.8,42.6,27,30,0,2.6,11.3,24.1,72.67
37.8,45.5,28,29,0,2.6,10.9,22.2,64.94
37.8,45.5,28,29,0,2.6,10.9,22.2,65.26
35.3,45.5,24.4,33,0,2.3,17,55.4,41.86
35.3,45.5,24.4,33,0,2.3,17,55.4,48.55
33.8,45,24.8,26,0,2.6,6.7,18.3,54.29
33.8,45,24.8,26,0,2.6,6.7,18.3,65.25
35.3,40.6,28.9,30,0,1.9,15.2,27.8,62.38
35.3,40.6,28.9,30,0,1.9,15.2,27.8,62.63
30.1,40.6,23.5,47,0,1.9,14.3,29.4,46.37
30.1,40.6,23.5,47,0,1.9,14.3,29.4,77.07
