T,TM,Tm,H,PP,VV,V,VM,PM2.5
36.4,42.6,30.4,28,0,4,21.3,37,38.03
37.1,45.4,29.7,24,0,4,14.8,18.3,36.17
37.1,45.4,29.7,24,0,4,14.8,18.3,35.5
35.6,40.3,29.4,30,0,4,17.8,29.4,48.82
35.6,40.3,29.4,30,0,4,17.8,29.4,52.9
33.3,42.1,28,38,0,4,12,27.8,56.47
33.3,42.1,28,38,0,4,12,27.8,78.47
34.4,41.7,27.4,34,0,4,15,25.9,64.76
34.4,41.7,27.4,34,0,4,15,25.9,46.56
35.4,40.6,31.1,32,0,4,9.1,18.3,56.79
35.4,40.6,31.1,32,0,4,9.1,18.3,45.15
35.3,42.4,30.2,37,0,4,17.2,27.8,45.67
35.3,42.4,30.2,37,0,4,17.2,27.8,57.17
33.4,39,29.6,44,0,4,22.6,29.4,56.96
33.4,39,29.6,44,0,4,22.6,29.4,42.46
26.6,32.7,25,83,0.25,4,10.6,22.2,35.71
26.6,32.7,25,83,0.25,4,10.6,22.2,50.42
28.1,34.9,23.5,68,0,4,9.4,14.8,31.62
28.1,34.9,23.5,68,0,4,9.4,14.8,39
28.3,35.9,23,70,21.08,3.5,12.4,29.4,31.08
28.3,35.9,23,70,21.08,3.5,12.4,29.4,26.46
29.1,35.4,24.4,68,7.87,3.7,10.7,14.8,21.71
29.1,35.4,24.4,68,7.87,3.7,10.7,14.8,39.17
28.9,36.5,25.4,71,1.02,4,11.7,22.2,28.29
28.9,36.5,25.4,71,1.02,4,11.7,22.2,22.35
27.9,36.1,24.8,77,3.05,4,10,16.5,20.58
27.9,36.1,24.8,77,3.05,4,10,16.5,24.67
26,30.3,23.2,81,1.02,3.7,27,37,31.08
26,30.3,23.2,81,1.02,3.7,27,37,32.78
28.1,32.2,22.6,69,2.03,4,18.7,33.5,29.44
28.1,32.2,22.6,69,2.03,4,18.7,33.5,30.25
29.3,34.6,24.5,64,0,4,19.3,27.8,37.56
29.3,34.6,24.5,64,0,4,19.3,27.8,38.33
30.2,35.1,25.2,58,0,4,19.6,33.5,48.89
30.2,35.1,25.2,58,0,4,19.6,33.5,41.97
30,35.1,25.3,58,0,4,21.1,27.8,39.45
30,35.1,25.3,58,0,4,21.1,27.8,35.52
29.7,34.3,25.6,57,0,4,21.9,29.4,23.88
29.7,34.3,25.6,57,0,4,21.9,29.4,22.93
28.8,31.7,26.2,65,0,4,18.5,22.2,18.97
28.8,31.7,26.2,65,0,4,18.5,22.2,15.69
29.6,34.3,25.9,65,0,4,23.3,29.4,27.525
29.6,34.3,25.9,65,0,4,23.3,29.4,27.525
25.9,30.1,24.6,88,19.05,2.6,20.7,42.4,27.525
25.9,30.1,24.6,88,19.05,2.6,20.7,42.4,27.525
29.2,33.7,24.7,72,0,4,16.3,29.4,27.525
29.2,33.7,24.7,72,0,4,16.3,29.4,27.525
29.7,34.1,24.8,66,0,4,16.7,25.9,31.88
29.7,34.1,24.8,66,0,4,16.7,25.9,31.88
29.2,34.4,25.2,63,0,4,19.4,33.5,31.88
29.2,34.4,25.2,63,0,4,19.4,33.5,35.95
24.2,25.4,22.9,96,149.1,3.1,25.2,33.5,32.15
24.2,25.4,22.9,96,149.1,3.1,25.2,33.5,27.54
25.7,27.5,23.8,94,32,2.6,17.2,22.2,28.85
25.7,27.5,23.8,94,32,2.6,17.2,22.2,38.73
25.8,27.2,24.4,94,1.02,2.3,6.7,14.8,40.28
25.8,27.2,24.4,94,1.02,2.3,6.7,14.8,28.4
23.2,24.3,22.2,98,43.94,1.8,23.9,37,44.88
23.2,24.3,22.2,98,43.94,1.8,23.9,37,37.43
23.7,25.4,21.8,91,0,3.5,21.9,27.8,57.8
23.7,25.4,21.8,91,0,3.5,21.9,27.8,53.54
23.2,24.6,21.6,93,12.95,3.5,20.7,27.8,59.34
23.2,24.6,21.6,93,12.95,3.5,20.7,27.8,42.56
26,29.8,23.3,79,0,4,19.3,29.4,60.33
26,29.8,23.3,79,0,4,19.3,29.4,39.31
26.7,31.1,22.7,76,0,4,16.5,22.2,47.96
26.7,31.1,22.7,76,0,4,16.5,22.2,57.59
25.4,28.9,22,86,29.97,3.4,17.2,25.9,41.99
25.4,28.9,22,86,29.97,3.4,17.2,25.9,39.18
24.7,27.3,23.3,92,16,2.4,20.6,27.8,41.85
24.7,27.3,23.3,92,16,2.4,20.6,27.8,26.39
25.9,29.3,23.8,90,0,2.7,14.1,22.2,35.29
25.9,29.3,23.8,90,0,2.7,14.1,22.2,82.89
25.9,28.7,24.5,90,4.06,3.2,15.2,22.2,44.8
25.9,28.7,24.5,90,4.06,3.2,15.2,22.2,32.01
26.6,29.8,24.6,85,0,3.1,16.5,27.8,27.77
26.6,29.8,24.6,85,0,3.1,16.5,27.8,19.25
25.3,28.3,24,94,0,1.6,14.4,18.3,31.58
25.3,28.3,24,94,0,1.6,14.4,18.3,15.83
25.7,28.5,24.2,91,5.08,2.6,15.2,18.3,34.54
25.7,28.5,24.2,91,5.08,2.6,15.2,18.3,16.11
25.4,27.8,23.6,93,0,1.9,13.3,20.6,27.52
25.4,27.8,23.6,93,0,1.9,13.3,20.6,18.74
26.6,30.7,23.1,84,0,3.1,14.6,20.6,14.74
26.6,30.7,23.1,84,0,3.1,14.6,20.6,9.48
26.2,31.2,23.2,80,0,3.5,15,25.9,24.64
26.2,31.2,23.2,80,0,3.5,15,25.9,24.57
26.1,30.8,23.4,79,0,4,16.7,22.2,21.91
26.1,30.8,23.4,79,0,4,16.7,22.2,26.18
26.9,32.7,22.4,76,0,4,15.6,22.2,24.81
26.9,32.7,22.4,76,0,4,15.6,22.2,19.6
27.3,31.8,23.2,77,0,4,15.9,22.2,23.88
27.3,31.8,23.2,77,0,4,15.9,22.2,20.12
28.3,32.7,23,73,0,3.7,13.7,27.8,16.4
28.3,32.7,23,73,0,3.7,13.7,27.8,22.62
26.6,30.5,23,84,25.91,2.9,15.4,25.9,25.27
26.6,30.5,23,84,25.91,2.9,15.4,25.9,20.18
25.6,30.7,23.5,88,0,2.7,13.9,22.2,18.29
25.6,30.7,23.5,88,0,2.7,13.9,22.2,17.38
25.4,30.3,23.1,86,1.02,3.7,12.6,18.3,14.9
25.4,30.3,23.1,86,1.02,3.7,12.6,18.3,20.03
26.1,31.9,22.3,76,0,4,9.8,14.8,17.85
26.1,31.9,22.3,76,0,4,9.8,14.8,19.7
27.9,33.7,22.8,68,0,4,12,22.2,21.88
27.9,33.7,22.8,68,0,4,12,22.2,29.45
27.3,33.7,23.8,68,0,4,11.1,33.5,21.03
27.3,33.7,23.8,68,0,4,11.1,33.5,16.93
27.7,34.4,22.9,62,0,4,10,14.8,17.26
27.7,34.4,22.9,62,0,4,10,14.8,7.93
26.8,34.3,23.2,76,18.03,3.5,9.3,22.2,13.61
26.8,34.3,23.2,76,18.03,3.5,9.3,22.2,19.53
28.5,34.1,23,70,0,4,8.7,11.1,14.54
28.5,34.1,23,70,0,4,8.7,11.1,12.75
27.8,34.3,23.6,72,0,4,7.4,11.1,15.77
27.8,34.3,23.6,72,0,4,7.4,11.1,15.42
26.1,29.7,24.2,79,0.25,4,16.9,25.9,20.25
26.1,29.7,24.2,79,0.25,4,16.9,25.9,24.26
28.1,31.7,23.3,66,0,4,14.3,22.2,21.85
28.1,31.7,23.3,66,0,4,14.3,22.2,20.64
27.6,32.7,23.4,68,0,4,12.2,16.5,12.16
27.6,32.7,23.4,68,0,4,12.2,16.5,14.33
25.3,33.2,19.9,64,0,4,13,20.6,15.38
25.3,33.2,19.9,64,0,4,13,20.6,15.62
25.9,33.1,19.1,63,0,4,13.1,22.2,16.08
25.9,33.1,19.1,63,0,4,13.1,22.2,17.49
26.7,33.3,21.2,61,0,4,11.3,14.8,20.94
26.7,33.3,21.2,61,0,4,11.3,14.8,19.17
29.2,35.3,21.2,51,0,4,5.7,11.1,15.56
29.2,35.3,21.2,51,0,4,5.7,11.1,14.49
29.1,35.8,22,56,0,4,6.5,11.1,19.66
29.1,35.8,22,56,0,4,6.5,11.1,16.85
28.2,36.6,21.7,44,0,4,6.7,11.1,11.04
28.2,36.6,21.7,44,0,4,6.7,11.1,13.58
28.5,36.2,21.6,41,0,4,9.3,18.3,14.68
28.5,36.2,21.6,41,0,4,9.3,18.3,14.48
27.9,35.3,20.4,47,0,4,8.7,40.7,14
12.2,20.8,4.2,74,0,1.6,0.9,3.5,13.62
12.2,20.8,4.2,74,0,1.6,0.9,3.5,27.93
13.6,21.5,8.4,73,0,1.9,1.1,3.5,34.05
13.6,21.5,8.4,73,0,1.9,1.1,3.5,25.2
11.8,21.5,5.5,73,0,2.6,2.8,3.5,25.2
11.8,21.5,5.5,73,0,2.6,2.8,3.5,25.2
12.3,20.2,5.6,71,0,3.2,0.4,3.5,25.2
12.3,20.2,5.6,71,0,3.2,0.4,3.5,33.8675
12.8,20.2,6.7,72,0,1.9,2.8,5.4,33.8675
12.8,20.2,6.7,72,0,1.9,2.8,5.4,33.8675
11.9,19.7,7.2,70,0,3.1,3.7,9.4,33.8675
11.9,19.7,7.2,70,0,3.1,3.7,9.4,33.8675
14,22.6,9.2,67,1.02,3.1,3.5,5.4,33.8675
14,22.6,9.2,67,1.02,3.1,3.5,5.4,33.8675
11.6,20.6,5.3,63,0,4,6.5,9.4,33.8675
11.6,20.6,5.3,63,0,4,6.5,9.4,33.8675
10.4,20.2,4.5,69,0,3.1,3.5,7.6,33.8675
10.4,20.2,4.5,69,0,3.1,3.5,7.6,38.1
14.7,22.5,8.6,64,0,3.5,1.3,3.5,40.41
14.7,22.5,8.6,64,0,3.5,1.3,3.5,27.21
14.8,22.5,10.6,73,0,2.3,0.4,1.9,29.75
14.8,22.5,10.6,73,0,2.3,0.4,1.9,18.35
15,22,10.9,74,1.02,3.2,5.6,11.1,34.43
15,22,10.9,74,1.02,3.2,5.6,11.1,33.66
12.4,19.4,7.8,72,0,3.4,2,5.4,22.93
12.4,19.4,7.8,72,0,3.4,2,5.4,16
11.2,18.9,5.5,71,0.25,3.1,3.3,7.6,22.41
11.2,18.9,5.5,71,0.25,3.1,3.3,7.6,13.93
10.5,18.4,5.9,73,0,2.7,3.3,5.4,21.786
10.5,18.4,5.9,73,0,2.7,3.3,5.4,24.45
13.8,20.8,8.4,69,0,3.2,2.6,7.6,15.77
13.8,20.8,8.4,69,0,3.2,2.6,7.6,29.59
14.3,20.8,9.4,69,0,2.9,2,3.5,30.27
14.3,20.8,9.4,69,0,2.9,2,3.5,25.9
13.1,20.9,6.3,74,0,2.3,1.5,5.4,38.69
13.1,20.9,6.3,74,0,2.3,1.5,5.4,53.09
12.8,20.9,8.2,84,0,1.4,0.2,1.9,43.67
12.8,20.9,8.2,84,0,1.4,0.2,1.9,53.12
14.2,23.4,10,83,6.1,2.6,8,14.8,56.82
14.2,23.4,10,83,6.1,2.6,8,14.8,50.45
11.8,17.8,7.5,80,25.91,3.1,5.2,7.6,58.03
11.8,17.8,7.5,80,25.91,3.1,5.2,7.6,57.61
12.1,20.8,6.7,74,0,2.6,4.4,7.6,74.8
12.1,20.8,6.7,74,0,2.6,4.4,7.6,73.44
17.6,23.4,12,69,0,1.9,1.1,3.5,83.96
17.6,23.4,12,69,0,1.9,1.1,3.5,80.65
17.3,23.4,13.2,75,0.25,3.1,3.9,7.6,56.2
17.3,23.4,13.2,75,0.25,3.1,3.9,7.6,51.84
16.9,23.3,13.6,82,2.03,2.6,1.3,3.5,53.9
16.9,23.3,13.6,82,2.03,2.6,1.3,3.5,53.79
17.1,22.7,11.8,71,7.87,4,2.4,9.4,47.72
17.1,22.7,11.8,71,7.87,4,2.4,9.4,46.9
17.2,22.7,13.1,68,0,3.7,2.6,7.6,71.66
17.2,22.7,13.1,68,0,3.7,2.6,7.6,92.3
19.5,25.5,14.2,70,0.76,4,3.1,7.6,104.11
19.5,25.5,14.2,70,0.76,4,3.1,7.6,122.16
15.5,22.7,8.1,67,0,3.1,4.8,18.3,154.85
15.5,22.7,8.1,67,0,3.1,4.8,18.3,110.06
15.1,22.8,9.6,68,0,3.4,5,9.4,108.09
15.1,22.8,9.6,68,0,3.4,5,9.4,109.17
12.3,22.8,8.8,72,2.03,3.7,3.7,7.6,112.71
12.3,22.8,8.8,72,2.03,3.7,3.7,7.6,123.26
15.3,22.6,7,69,0,3.7,4.8,7.6,135.98
15.3,22.6,7,69,0,3.7,4.8,7.6,114.56
15.2,22.6,13.2,75,0,3.1,1.9,7.6,53.96
15.2,22.6,13.2,75,0,3.1,1.9,7.6,58.85
16.9,23.5,11.3,79,9.91,3.7,2.8,5.4,46.3
16.9,23.5,11.3,79,9.91,3.7,2.8,5.4,45.3
17.3,24.9,10,68,0,3.7,2.6,7.6,47.33
17.3,24.9,10,68,0,3.7,2.6,7.6,72.51
16.5,24.9,11,69,0,3.7,2,5.4,103.38
16.5,24.9,11,69,0,3.7,2,5.4,113.03
17.5,24.6,10.1,69,0,4,3.1,7.6,101.59
17.5,24.6,10.1,69,0,4,3.1,7.6,101.15
16.4,25.3,12.7,72,0,3.5,2.8,3.5,96.95
16.4,25.3,12.7,72,0,3.5,2.8,3.5,63.35
15.4,24.2,11,72,0.25,4,2.6,11.1,42.54
15.4,24.2,11,72,0.25,4,2.6,11.1,61.85
17.8,25,8.6,59,1.02,3.7,5.6,11.1,85.34
17.8,25,8.6,59,1.02,3.7,5.6,11.1,92.71
21.4,29.4,13.9,49,0,4,1.9,7.6,84.5
21.4,29.4,13.9,49,0,4,1.9,7.6,116.3
23.6,30,17.9,40,0,4,3.3,9.4,84.1
23.6,30,17.9,40,0,4,3.3,9.4,44.9
24,30,15.8,37,0,4,4.1,9.4,46.55
24,30,15.8,37,0,4,4.1,9.4,61.28
17.4,26.7,13.4,75,0.25,3.5,1.9,5.4,32.56
17.4,26.7,13.4,75,0.25,3.5,1.9,5.4,42
20.8,28.2,12,58,0,4,5.6,9.4,50.57
20.8,28.2,12,58,0,4,5.6,9.4,55.52
22.8,30.5,15.1,56,0,4,3.1,11.1,59.05
22.8,30.5,15.1,56,0,4,3.1,11.1,78.39
24.5,33.8,17.9,44,0,4,6.5,11.1,81.14
24.5,33.8,17.9,44,0,4,6.5,11.1,91.88
24.4,32,17.4,44,0,4,4.8,9.4,92.12
24.4,32,17.4,44,0,4,4.8,9.4,77.58
25.1,32.8,17.2,45,0,4,2.2,7.6,69.8
25.1,32.8,17.2,45,0,4,2.2,7.6,69.48
26.2,33.6,17.2,45,0,4,3.1,9.4,97.55
26.2,33.6,17.2,45,0,4,3.1,9.4,90.07
28.7,36,20.2,50,0,4,3,9.4,119.05
28.7,36,20.2,50,0,4,3,9.4,108
24.3,34.9,19.4,68,8.89,4,2.6,5.4,21.86
24.3,34.9,19.4,68,8.89,4,2.6,5.4,39
26.3,33.4,19.2,58,0,4,2.4,5.4,39.25
26.3,33.4,19.2,58,0,4,2.4,5.4,41.79
26.3,34.3,20.1,52,0,4,5,9.4,61.95
26.3,34.3,20.1,52,0,4,5,9.4,49.36
28.4,36,20.6,44,0,4,6.5,9.4,91.41
28.4,36,20.6,44,0,4,6.5,9.4,98.48
29.2,37.5,21.2,41,0,3.5,8.3,22.2,68.55
29.2,37.5,21.2,41,0,3.5,8.3,22.2,46.06
23.9,32.4,16.2,57,0,4,2.8,5.4,41.79
23.9,32.4,16.2,57,0,4,2.8,5.4,67.27
26.4,33.5,18.4,49,0,4,1.3,5.4,35.08
26.4,33.5,18.4,49,0,4,1.3,5.4,38.86
27.8,35.2,19.2,48,0,4,0.9,3.5,61.39
27.8,35.2,19.2,48,0,4,0.9,3.5,77.1
31.6,38.4,23.8,45,0,4,1.1,3.5,58.68
31.6,38.4,23.8,45,0,4,1.1,3.5,72.34
31.1,38.4,22.7,43,0,4,5.7,14.8,77.06
31.1,38.4,22.7,43,0,4,5.7,14.8,63.22
31.4,38.2,23.3,37,0,4,11.1,16.5,45.65
31.4,38.2,23.3,37,0,4,11.1,16.5,45.79
31.32,38.32,23.16,41,0,4,6.94,13.22,53.46
30.6,39.6,24.4,35.2,0.812,4,4.68,9.72,51.15
33.2,40.9,27.6,30,0,4,4.3,9.4,37.92
33.2,40.9,27.6,30,0,4,4.3,9.4,28.87
28.8,39.6,23,39,2.03,4,5.9,11.1,31.92
28.8,39.6,23,39,2.03,4,5.9,11.1,28.35
29,37,20.8,38,0,4,3,7.6,27.82
29,37,20.8,38,0,4,3,7.6,46.57
31.2,40.4,19.7,27,0,4,1.9,7.6,75.8
31.2,40.4,19.7,27,0,4,1.9,7.6,63.64
31.8,40.4,22.1,31,0,4,3.5,9.4,39.14
31.8,40.4,22.1,31,0,4,3.5,9.4,46.49
33.3,40.9,21.8,30,0,4,4.8,11.1,40.07
33.3,40.9,21.8,30,0,4,4.8,11.1,48.86
30.6,38.5,23,38,0.51,3.7,5.2,22.2,58.57
30.6,38.5,23,38,0.51,3.7,5.2,22.2,46.76
28.6,38.5,22.3,48,1.02,4,1.9,5.4,54.78
28.6,38.5,22.3,48,1.02,4,1.9,5.4,65.75
28.3,35.4,23.8,53,0,4,3.3,7.6,41.75
28.3,35.4,23.8,53,0,4,3.3,7.6,29.8
28.3,35.4,23.8,53,0,4,3.3,7.6,27.35
28.3,35.4,23.8,53,0,4,3.3,7.6,50.16
28.3,35.4,23.8,53,0,4,3.3,7.6,63.05
28.3,35.4,23.8,53,0,4,3.3,7.6,70.05
28.3,35.4,23.8,53,0,4,3.3,7.6,40.04
29.56666667,39.06666667,24.4,44.33333333,2.37,3.9,4.4,13.13333333,23.83
29.56666667,39.06666667,24.4,44.33333333,2.37,3.9,4.4,13.13333333,26.33
29.56666667,39.06666667,24.4,44.33333333,2.37,3.9,4.4,13.13333333,33.27
30.6,41.3,25.6,37,0,4,4.4,9.4,46.01
30.6,41.3,25.6,37,0,4,4.4,9.4,36.92
27.5,34.6,22,59,7.11,3.7,4.4,20.6,45.69
27.5,34.6,22,59,7.11,3.7,4.4,20.6,48.43
29.1,36.4,22,43,2.03,4,5,9.4,44.5
29.1,36.4,22,43,2.03,4,5,9.4,44.26
33.8,42.4,24.4,25,0,4,2.8,7.6,52.11
33.8,42.4,24.4,25,0,4,2.8,7.6,56.44
35,43.5,24.6,24,0,4,2,7.6,58.61
35,43.5,24.6,24,0,4,2,7.6,58.08
34.9,44.2,26.1,29,0,3.7,1.1,5.4,55.99
34.9,44.2,26.1,29,0,3.7,1.1,5.4,54.47
35.9,44.2,27.4,35,0,4,4.4,7.6,45.96
35.9,44.2,27.4,35,0,4,4.4,7.6,38.65
36.1,42.4,31.8,39,0,4,4.3,9.4,38.73
36.1,42.4,31.8,39,0,4,4.3,9.4,44.75
32.8,41.5,26,46,0.51,3.4,8,11.1,37.34
32.8,41.5,26,46,0.51,3.4,8,11.1,39.85
32.3,40.2,26.3,37,1.02,4,2.2,5.4,49.94
32.3,40.2,26.3,37,1.02,4,2.2,5.4,40.09
34.1,41.7,25.7,32,0,4,8.3,42.4,17.74
34.1,41.7,25.7,32,0,4,8.3,42.4,28.86
35.2,42.7,26.8,29,0,4,2,11.1,26.21
35.2,42.7,26.8,29,0,4,2,11.1,22.11
34.1,42,21.8,40,10.92,4,1.1,3.5,31.08
34.1,42,21.8,40,10.92,4,1.1,3.5,36.76
34.1,41.8,26.4,29,0,4,2.8,9.4,55.33
34.1,41.8,26.4,29,0,4,2.8,9.4,48.22
33.6,42.6,25.1,31,0.0625,4,5.2,11.1,24.21
33.6,42.6,25.1,31,0.0625,4,5.2,11.1,16.87
31.8,37.8,25.5,46,0,4,2.8,5.4,32.21
31.8,37.8,25.5,46,0,4,2.8,5.4,35.14
29.7,37.8,25.6,56,0.25,3.7,2.2,5.4,35.6
29.7,37.8,25.6,56,0.25,3.7,2.2,5.4,20.93
30.8,38.2,24.1,50,0,4,2.6,9.4,13.67
30.8,38.2,24.1,50,0,4,2.6,9.4,13.4
31.1,37.5,25.2,65,0,4,2.2,5.4,22.56
31.1,37.5,25.2,65,0,4,2.2,5.4,21.62
33.7,38.7,27.5,53,0,4,4.1,7.6,29.78
33.7,38.7,27.5,53,0,4,4.1,7.6,27.87
32.7,38.7,28.5,51,0,3.5,3.5,7.6,19.08
32.7,38.7,28.5,51,0,3.5,3.5,7.6,17.86
33.9,40.5,30,53,0,4,4.8,11.1,9.63
33.9,40.5,30,53,0,4,4.8,11.1,10.57
35,40.5,29.4,52,0,3.7,2.8,7.6,21.2
35,40.5,29.4,52,0,3.7,2.8,7.6,18.52
35.4,38.7,32.8,63,0,2.3,0.6,1.9,20.51
35.4,38.7,32.8,63,0,2.3,0.6,1.9,23.59
32.5,36.7,27,66,21.08,4,2,5.4,24.17
32.5,36.7,27,66,21.08,4,2,5.4,21.88
30.3,36.7,27.2,77,0,4,3,7.6,18.63
30.3,36.7,27.2,77,0,4,3,7.6,14.77
28.9,35.6,24,80,28.96,3.2,5.7,9.4,16.69
28.9,35.6,24,80,28.96,3.2,5.7,9.4,15.43
27.3,32.8,23.8,83,11.94,4,2,7.6,13.28
27.3,32.8,23.8,83,11.94,4,2,7.6,18.86
23.8,31.8,23,91,18.03,3.5,3.3,7.6,7.73
23.8,31.8,23,91,18.03,3.5,3.3,7.6,18.82
26.9,30,22.8,84,28.96,3.5,2.4,5.4,12.34
26.9,30,22.8,84,28.96,3.5,2.4,5.4,15.51
29.2,32.8,27.4,83,0,4,1.1,3.5,12.25
29.2,32.8,27.4,83,0,4,1.1,3.5,11.2
30.9,34.2,27.1,73,3.05,4,2.4,7.6,11.91
30.9,34.2,27.1,73,3.05,4,2.4,7.6,12.77
30.8,35,26.6,71,0,4,2,7.6,15.43
30.8,35,26.6,71,0,4,2,7.6,20.93
27.6,37.2,26.2,83,4.06,3.1,5.2,11.1,11.46
27.6,37.2,26.2,83,4.06,3.1,5.2,11.1,11.19
27.9,31.8,26.4,82,26.92,3.7,2.4,5.4,10
27.9,31.8,26.4,82,26.92,3.7,2.4,5.4,12.37
28.1,31.8,25.6,80,0,4,2.6,7.6,14.16
28.1,31.8,25.6,80,0,4,2.6,7.6,15.62
27.1,32,24.2,85,13.97,4,2,5.4,19.73
27.1,32,24.2,85,13.97,4,2,5.4,18.52
29.5,33.4,26.2,78,3.05,4,2.8,5.4,22.97
29.5,33.4,26.2,78,3.05,4,2.8,5.4,21.93
27.1,33.4,24.4,85,0,3.5,0.9,7.6,16.51
27.1,33.4,24.4,85,0,3.5,0.9,7.6,10.05
29.3,32.9,26,78,7.11,4,1.9,3.5,6.86
29.3,32.9,26,78,7.11,4,1.9,3.5,11.4
29.9,35.6,27.6,75,0,4,1.3,3.5,12.87
29.9,35.6,27.6,75,0,4,1.3,3.5,11.29
32.2,35.8,27.8,68,0,4,1.1,3.5,16.05
32.2,35.8,27.8,68,0,4,1.1,3.5,14.91
29.1,32.5,26.4,77,3.05,4,2,9.4,17.25
29.1,32.5,26.4,77,3.05,4,2,9.4,12.34
30.4,34.8,28.1,77,0,4,6.3,11.1,10.3
30.4,34.8,28.1,77,0,4,6.3,11.1,12.25
30.7,35.2,26.1,73,0,4,3.3,11.1,14.57
30.7,35.2,26.1,73,0,4,3.3,11.1,21.39
30,35.2,27.7,79,0,4,2.4,5.4,22.24
30,35.2,27.7,79,0,4,2.4,5.4,19.81
27.7,33,24.3,80,24.89,4,1.9,5.4,17.98
27.7,33,24.3,80,24.89,4,1.9,5.4,10.42
28.5,33.4,24,78,2.03,4,2.2,5.4,17.99
28.5,33.4,24,78,2.03,4,2.2,5.4,16.21
29.6,34,24.8,77,0,4,3.7,7.6,13.54
29.6,34,24.8,77,0,4,3.7,7.6,18.31
27.1,34.6,24.6,85,41.91,3.5,1.5,3.5,23
27.1,34.6,24.6,85,41.91,3.5,1.5,3.5,24.15
30.3,35,26.2,72,19.05,4,0.9,3.5,16.39
30.3,35,26.2,72,19.05,4,0.9,3.5,17.07
31.7,35.7,26.6,70,0,4,1.3,3.5,34.57
31.7,35.7,26.6,70,0,4,1.3,3.5,29.6
31.5,35.5,27.2,74,0,4,2,7.6,12.35
31.5,35.5,27.2,74,0,4,2,7.6,20.83
29.3,35.3,27.4,78,0,4,2.4,5.4,22.99
29.3,35.3,27.4,78,0,4,2.4,5.4,21.46
30.3,34.8,26.7,77,0,3.7,2.2,3.5,16.47
30.3,34.8,26.7,77,0,3.7,2.2,3.5,17.59
31.2,35.5,27.6,74,0,4,0.9,3.5,29.03
31.2,35.5,27.6,74,0,4,0.9,3.5,35.93
30.4,34.8,27,75,0,4,2.8,5.4,35.26
30.4,34.8,27,75,0,4,2.8,5.4,24.52
30.5,34.7,27.8,77,0,4,2,5.4,26.31
30.5,34.7,27.8,77,0,4,2,5.4,29.31
30.7,34.9,26.4,75,0,4,1.9,3.5,19.09
30.7,34.9,26.4,75,0,4,1.9,3.5,19.87
30.7,34.2,27.7,76,0,4,2.6,5.4,11.88
30.7,34.2,27.7,76,0,4,2.6,5.4,15.25
30.1,33.7,26.7,74,0,4,3,5.4,16.6
30.1,33.7,26.7,74,0,4,3,5.4,18.59
29.9,33.5,27.1,75,0,4,2,3.5,18.36
29.9,33.5,27.1,75,0,4,2,3.5,16.71
28,33.8,25,71,0,4,3.7,7.6,14.48
28,33.8,25,71,0,4,3.7,7.6,21.25
28.1,33.6,23.7,69,0,4,0.9,3.5,22.07
28.1,33.6,23.7,69,0,4,0.9,3.5,16.35
28.4,34.5,24.4,70,0,4,0.6,1.9,21.12
28.4,34.5,24.4,70,0,4,0.6,1.9,29.37
28.9,33,25.7,74,0,3.2,3,5.4,24.53
28.9,33,25.7,74,0,3.2,3,5.4,25.59
27.4,32.8,25,82,0.51,3.7,2,7.6,33.92
27.4,32.8,25,82,0.51,3.7,2,7.6,25.68
25.6,31.6,22.2,87,14.99,3.7,2.4,9.4,21.72
25.6,31.6,22.2,87,14.99,3.7,2.4,9.4,21.74
25.8,30.6,22.4,79,0.51,4,1.5,5.4,21.2
25.8,30.6,22.4,79,0.51,4,1.5,5.4,20.84
26.8,32,21,71,0,4,0.9,3.5,28.75
26.8,32,21,71,0,4,0.9,3.5,16.34
26.3,32,21.4,71,0,4,3,5.4,23.97
26.3,32,21.4,71,0,4,3,5.4,26.45
24.6,30.8,20.6,75,0,4,3,7.6,21.69
24.6,30.8,20.6,75,0,4,3,7.6,19.17
24.8,31.1,18.9,69,0,4,0.4,1.9,16.79
24.8,31.1,18.9,69,0,4,0.4,1.9,14.15
24.9,31.2,20.1,69,0,4,0.2,1.9,31.84
24.9,31.2,20.1,69,0,4,0.2,1.9,35.55
25.3,31.7,18.6,72,0,3.5,1.1,3.5,39.42
25.3,31.7,18.6,72,0,3.5,1.1,3.5,38.89
25.4,31.8,20.2,73,0,3.5,0.4,3.5,20.28
25.4,31.8,20.2,73,0,3.5,0.4,3.5,32.9
26.1,30.1,21.9,88,0.51,4.3,4.3,11.1,32.9
26.1,30.1,21.9,88,0.51,4.3,4.3,11.1,32.9
26.8,31,22.2,88,0,4.5,8.5,20.6,32.9
26.8,31,22.2,88,0,4.5,8.5,20.6,32.9
26.9,31,23,85,0,4.7,8.5,18.3,32.9
26.9,31,23,85,0,4.7,8.5,18.3,32.9
25.3,30.4,21.6,86,0,3.7,6.7,18.3,32.9
25.3,30.4,21.6,86,0,3.7,6.7,18.3,32.9
25.6,30.2,21.7,82,0,4.2,5.9,18.3,32.9
25.6,30.2,21.7,82,0,4.2,5.9,18.3,32.9
24.8,29.8,20,80,0,4.2,6.9,20.6,32.9
24.8,29.8,20,80,0,4.2,6.9,20.6,32.9
23.9,29.2,18.3,71,0,5.1,6.9,22.2,32.9
23.9,29.2,18.3,71,0,5.1,6.9,22.2,32.9
23.3,29.2,18.8,72,0,4.5,5.6,18.3,32.9
23.3,29.2,18.8,72,0,4.5,5.6,18.3,32.9
24.8,29.8,18.7,76,0,5.3,5.9,18.3,32.9
